Lattitude,Longitude,Total Doses,Sessions,Sites ,Total Doses/500000,Sessions/786,Sites/54 ,(f+g+h)/3,Out of 100
24.63881,93.99639,33136,1020,4,0.066272,0.005089059,0.074074074,0.145435133,1.454351326
24.63925,87.84239,204399,7707,32,0.408798,0.040712468,0.592592593,1.042103061,10.42103061
24.64691,77.3113,589836,25490,112,1.179672,0.142493639,2.074074074,3.396239713,33.96239713
24.68394,92.56097,864589,12441,55,1.729178,0.069974555,1.018518519,2.817671073,28.17671073
24.69007,78.41915,1771540,118103,116,3.54308,0.147582697,2.148148148,5.838810845,58.38810845
24.72094,80.18772,749370,27850,50,1.49874,0.063613232,0.925925926,2.488279157,24.88279157
24.74327,78.83061,881678,84400,184,1.763356,0.234096692,3.407407407,5.4048601,54.048601
24.79686,85.00385,2856237,120230,152,5.712474,0.193384224,2.814814815,8.720673039,87.20673039
24.80427,93.12148,432676,8511,31,0.865352,0.039440204,0.574074074,1.478866278,14.78866278
24.827,87.2125,1131997,39551,65,2.263994,0.082697201,1.203703704,3.550394905,35.50394905
24.83648,81.36448,984562,25989,75,1.969124,0.095419847,1.388888889,3.453432736,34.53432736
24.85846,94.51549,118698,16080,9,0.237396,0.011450382,0.166666667,0.415513048,4.155130483
24.86919,92.35543,292942,26249,70,0.585884,0.089058524,1.296296296,1.97123882,19.7123882
24.8867,85.54364,1611839,35100,52,3.223678,0.066157761,0.962962963,4.252798724,42.52798724
24.88838,72.84794,2562909,29280,127,5.125818,0.161577608,2.351851852,7.63924746,76.3924746
24.9177,79.58871,678282,14990,118,1.356564,0.150127226,2.185185185,3.691876412,36.91876412
24.92606,86.22531,1287676,9200,12,2.575352,0.015267176,0.222222222,2.812841398,28.12841398
25.07145,73.8798,785925,180000,45,1.57185,0.057251908,0.833333333,2.462435242,24.62435242
25.1,76.51667,1253643,75210,74,2.507286,0.094147583,1.37037037,3.971803953,39.71803953
25.13994,85.84096,2099708,88550,37,4.199416,0.047073791,0.685185185,4.931674977,49.31674977
25.1449,82.56534,2279956,91450,89,4.559912,0.113231552,1.648148148,6.3212917,63.212917
25.18254,75.83907,1022413,45000,57,2.044826,0.072519084,1.055555556,3.17290064,31.7290064
25.24425,87.63481,1824573,27620,78,3.649146,0.099236641,1.444444444,5.192827086,51.92827086
25.24446,86.97183,1520263,40240,57,3.040526,0.072519084,1.055555556,4.16860064,41.6860064
25.25803,83.26825,1932718,151984,102,3.865436,0.129770992,1.888888889,5.884095881,58.84095881
25.2905,79.87533,1320979,17668,29,2.641958,0.036895674,0.537037037,3.215890711,32.15890711
25.31668,83.01041,1570061,295471,199,3.140122,0.253180662,3.685185185,7.078487847,70.78487847
25.34707,74.64081,1670888,45985,281,3.341776,0.357506361,5.203703704,8.902986065,89.02986065
25.39526,82.5703,1307016,70099,131,2.614032,0.166666667,2.425925926,5.206624593,52.06624593
25.41853,86.13389,1028174,14320,37,2.056348,0.047073791,0.685185185,2.788606977,27.88606977
25.42378,77.66223,486034,12650,68,0.972068,0.086513995,1.259259259,2.317841254,23.17841254
25.45887,78.57994,2312924,154962,97,4.625848,0.123409669,1.796296296,6.545553966,65.45553966
25.5022,86.46708,1379503,73300,120,2.759006,0.152671756,2.222222222,5.133899978,51.33899978
25.53852,87.57044,802738,100000,40,1.605476,0.050890585,0.740740741,2.397107326,23.97107326
25.57548,83.98043,1363719,45050,58,2.727438,0.073791349,1.074074074,3.875303423,38.75303423
25.58333,83.58526,2761004,57451,71,5.522008,0.090330789,1.314814815,6.927153604,69.27153604
25.59408,85.13563,1032625,146710,146,2.06525,0.185750636,2.703703704,4.95470434,49.5470434
25.66472,76.69616,787446,37800,78,1.574892,0.099236641,1.444444444,3.118573086,31.18573086
25.66667,94.5,29363,600,5,0.058726,0.006361323,0.092592593,0.157679916,1.576799157
25.67312,78.45908,1001879,42400,193,2.003758,0.245547074,3.574074074,5.823379148,58.23379148
25.67467,94.11099,18262,800,4,0.036524,0.005089059,0.074074074,0.115687133,1.156871326
25.74572,71.39211,912450,33975,89,1.8249,0.113231552,1.648148148,3.5862797,35.862797
25.75356,82.68689,893935,22900,81,1.78787,0.103053435,1.5,3.390923435,33.90923435
25.86222,85.77953,932819,37600,127,1.865638,0.161577608,2.351851852,4.37906746,43.7906746
25.87498,86.59611,1553727,15106,23,3.107454,0.029262087,0.425925926,3.562642012,35.62642012
25.89509,81.9424,1042634,15405,19,2.085268,0.024173028,0.351851852,2.46129288,24.6129288
25.89509,81.9424,1570108,93295,262,3.140216,0.333333333,4.851851852,8.325401185,83.25401185
25.91174,93.7217,50390,1050,3,0.10078,0.003816794,0.055555556,0.160152349,1.601523494
25.94167,83.56111,1393091,24774,49,2.786182,0.062340967,0.907407407,3.755930374,37.55930374
25.9553,80.14842,503280,16633,56,1.00656,0.071246819,1.037037037,2.114843856,21.14843856
25.9553,80.14842,2645188,33936,50,5.290376,0.063613232,0.925925926,6.279915157,62.79915157
25.96667,94.51667,53748,1306,6,0.107496,0.007633588,0.111111111,0.226240699,2.262406989
26.00281,92.85605,510965,39000,70,1.02193,0.089058524,1.296296296,2.40728482,24.0728482
26.02301,76.34408,905763,38663,154,1.811526,0.195928753,2.851851852,4.859306605,48.59306605
26.04259,74.02373,1553139,794422,365,3.106278,0.46437659,6.759259259,10.32991385,103.2991385
26.06832,83.18358,1300523,22875,53,2.601046,0.067430025,0.981481481,3.649957507,36.49957507
26.09717,94.25817,54686,1800,2,0.109372,0.002544529,0.037037037,0.148953566,1.489535663
26.10224,87.95534,791669,7700,13,1.583338,0.01653944,0.240740741,1.840618181,18.40618181
26.11527,86.59509,1871207,35972,27,3.742414,0.034351145,0.5,4.276765145,42.76765145
26.12259,85.39055,809898,21350,52,1.619796,0.066157761,0.962962963,2.648916724,26.48916724
26.1451,79.3366,788867,19300,22,1.577734,0.027989822,0.407407407,2.013131229,20.13131229
26.14934,87.51323,137855,35600,46,0.27571,0.058524173,0.851851852,1.186086025,11.86086025
26.15216,85.89707,964127,12670,41,1.928254,0.05216285,0.759259259,2.739676109,27.39676109
26.15696,81.80519,1166613,48142,48,2.333226,0.061068702,0.888888889,3.283183591,32.83183591
26.16638,75.78824,1620387,6158,36,3.240774,0.045801527,0.666666667,3.953242193,39.53242193
26.17668,90.62634,146234,10640,28,0.292468,0.03562341,0.518518519,0.846609928,8.466099282
26.22096,84.35609,1575738,125100,284,3.151476,0.361323155,5.259259259,8.772058414,87.72058414
26.22983,78.17337,991900,18610,74,1.9838,0.094147583,1.37037037,3.448317953,34.48317953
26.24908,92.34764,172879,4515,15,0.345758,0.019083969,0.277777778,0.642619747,6.426197472
26.25788,82.07269,831800,18321,33,1.6636,0.041984733,0.611111111,2.316695844,23.16695844
26.26704,94.82415,47631,1000,4,0.095262,0.005089059,0.074074074,0.174425133,1.744251326
26.32293,91.00632,614969,54102,64,1.229938,0.081424936,1.185185185,2.496548122,24.96548122
26.3248,94.51834,34325,800,2,0.06865,0.002544529,0.037037037,0.108231566,1.082315663
26.35367,86.07169,923899,118510,99,1.847798,0.125954198,1.833333333,3.807085532,38.07085532
26.38126,81.27436,3792267,81492,123,7.584534,0.15648855,2.277777778,10.01880033,100.1880033
26.40107,90.27286,730242,46310,85,1.460484,0.108142494,1.574074074,3.142700568,31.42700568
26.4521,74.63867,661873,87106,62,1.323746,0.078880407,1.148148148,2.550774555,25.50774555
26.46517,79.50918,932624,35000,17,1.865248,0.021628499,0.314814815,2.201691314,22.01691314
26.46734,84.44041,2102736,249600,193,4.205472,0.245547074,3.574074074,8.025093148,80.25093148
26.47703,90.55815,558898,8850,38,1.117796,0.048346056,0.703703704,1.86984576,18.6984576
26.48989,94.81772,167654,6920,16,0.335308,0.020356234,0.296296296,0.65196053,6.519605304
26.49892,77.99534,1164841,67601,187,2.329682,0.237913486,3.462962963,6.030558449,60.30558449
26.50167,83.77936,466282,41827,130,0.932564,0.165394402,2.407407407,3.505365809,35.05365809
26.51167,93.95951,748927,94680,96,1.497854,0.122137405,1.777777778,3.397769182,33.97769182
26.51393,85.29341,312816,1452,5,0.625632,0.006361323,0.092592593,0.724585916,7.245859157
26.51667,88.73333,2937136,27786,82,5.874272,0.1043257,1.518518519,7.497116218,74.97116218
26.54706,80.48781,1265297,20531,59,2.530594,0.075063613,1.092592593,3.698250206,36.98250206
26.56671,78.78728,1284651,88493,232,2.569302,0.295165394,4.296296296,7.160763691,71.60763691
26.59357,85.4906,343446,1100,6,0.686892,0.007633588,0.111111111,0.805636699,8.056366989
26.73583,95.05841,109988,2000,7,0.219976,0.008905852,0.12962963,0.358511482,3.58511482
26.75367,92.10215,876297,5066,7,1.752594,0.008905852,0.12962963,1.891129482,18.91129482
26.75751,94.20306,730139,38045,54,1.460278,0.06870229,1,2.52898029,25.2898029
26.77615,79.02133,829092,10726,32,1.658184,0.040712468,0.592592593,2.291489061,22.91489061
26.78817,82.71617,2404933,81494,252,4.809866,0.320610687,4.666666667,9.797143354,97.97143354
26.83928,80.92313,645843,40378,83,1.291686,0.105597964,1.537037037,2.934321001,29.34321001
26.89,76.33584,1590536,12416,53,3.181072,0.067430025,0.981481481,4.229983507,42.29983507
26.91763,70.90387,2535514,54004,111,5.071028,0.141221374,2.055555556,7.26780493,72.6780493
26.91962,75.78781,1599418,375,3,3.198836,0.003816794,0.055555556,3.258208349,32.58208349
27.05524,79.9188,1238885,12517,44,2.47777,0.055979644,0.814814815,3.348564459,33.48564459
27.07059,88.47529,666577,28437,37,1.333154,0.047073791,0.685185185,2.065412977,20.65412977
27.14665,93.24643,94686,1770,15,0.189372,0.019083969,0.277777778,0.486233747,4.862337472
27.15092,78.39781,1385174,99850,124,2.770348,0.157760814,2.296296296,5.224405111,52.24405111
27.18333,78.01667,1084372,55363,102,2.168744,0.129770992,1.888888889,4.187403881,41.87403881
27.20201,73.73394,1773964,34943,190,3.547928,0.24173028,3.518518519,7.308176798,73.08176798
27.21731,77.49009,1891492,25252,69,3.782984,0.08778626,1.277777778,5.148548037,51.48548037
27.22857,79.02882,510631,40810,104,1.021262,0.132315522,1.925925926,3.079503448,30.79503448
27.25097,75.17893,917268,90756,50,1.834536,0.063613232,0.925925926,2.824075157,28.24075157
27.39134,79.5793,719928,22203,53,1.439856,0.067430025,0.981481481,2.488767507,24.88767507
27.39491,80.13165,758315,13750,23,1.51663,0.029262087,0.425925926,1.971818012,19.71818012
27.42949,82.18545,635859,15400,17,1.271718,0.021628499,0.314814815,1.608161314,16.08161314
27.42949,82.18545,1874610,62319,120,3.74922,0.152671756,2.222222222,6.124113978,61.24113978
27.47989,94.90837,952641,146000,146,1.905282,0.185750636,2.703703704,4.79473634,47.9473634
27.48333,94.58333,653552,54043,43,1.307104,0.054707379,0.796296296,2.158107675,21.58107675
27.48905,95.35992,260580,46800,38,0.52116,0.048346056,0.703703704,1.27320976,12.7320976
27.5035,77.67215,857885,61747,111,1.71577,0.141221374,2.055555556,3.91254693,39.1254693
27.56192,80.68265,1337259,21908,30,2.674518,0.038167939,0.555555556,3.268241494,32.68241494
27.56246,76.625,2510798,120260,188,5.021596,0.239185751,3.481481481,8.742263232,87.42263232
27.59551,78.05201,1925703,204524,84,3.851406,0.106870229,1.555555556,5.513831785,55.13831785
27.61206,75.13996,963548,366098,366,1.927096,0.465648855,6.777777778,9.170522633,91.70522633
27.66904,95.86395,41482,650,6,0.082964,0.007633588,0.111111111,0.201708699,2.017086989
27.80882,78.64579,2506246,28331,100,5.012492,0.127226463,1.851851852,6.991570315,69.91570315
27.88145,78.07464,2485889,48390,78,4.971778,0.099236641,1.444444444,6.515459086,65.15459086
27.94822,80.77935,599666,15752,43,1.199332,0.054707379,0.796296296,2.050335675,20.50335675
27.99486,74.95628,872422,112200,141,1.744844,0.179389313,2.611111111,4.535344424,45.35344424
28.01762,73.31495,2078222,70864,184,4.156444,0.234096692,3.407407407,7.7979481,77.979481
28.03811,79.12668,2298818,63732,57,4.597636,0.072519084,1.055555556,5.72571064,57.2571064
28.10296,77.00144,754082,14402,34,1.508164,0.043256997,0.62962963,2.181050627,21.81050627
28.14469,77.32546,350634,18407,42,0.701268,0.053435115,0.777777778,1.532480892,15.32480892
28.199,76.6183,953935,24391,36,1.90787,0.045801527,0.666666667,2.620338193,26.20338193
28.26935,76.15253,770281,22340,41,1.540562,0.05216285,0.759259259,2.351984109,23.51984109
28.30415,74.96718,1273623,70951,228,2.547246,0.290076336,4.222222222,7.059544558,70.59544558
28.36678,79.43167,1597443,48411,95,3.194886,0.12086514,1.759259259,5.075010399,50.75010399
28.40392,77.85773,1919897,118550,104,3.839794,0.132315522,1.925925926,5.898035448,58.98035448
28.41124,77.31316,557089,35600,34,1.114178,0.043256997,0.62962963,1.787064627,17.87064627
28.52999,94.37322,49908,900,8,0.099816,0.010178117,0.148148148,0.258142265,2.581422652
28.58498,78.56959,1884050,97020,102,3.7681,0.129770992,1.888888889,5.786759881,57.86759881
28.59166,76.27161,915385,75027,140,1.83077,0.178117048,2.592592593,4.601479641,46.01479641
28.60311,77.13988,2130190,42716,145,4.26038,0.184478372,2.685185185,7.130043557,71.30043557
28.6063,76.6565,1209080,143960,91,2.41816,0.115776081,1.685185185,4.219121267,42.19121267
28.63124,79.80436,1453386,44600,77,2.906772,0.097964377,1.425925926,4.430662303,44.30662303
28.63576,77.22445,1396548,23268,104,2.793096,0.132315522,1.925925926,4.851337448,48.51337448
28.64201,75.38612,1116217,26260,94,2.232434,0.119592875,1.740740741,4.092767616,40.92767616
28.66535,77.43915,2445401,23751,52,4.890802,0.066157761,0.962962963,5.919922724,59.19922724
28.72985,77.78068,620518,31890,72,1.241036,0.091603053,1.333333333,2.665972387,26.65972387
28.79304,76.13968,1308336,38170,52,2.616672,0.066157761,0.962962963,3.645792724,36.45792724
28.83893,78.77684,1460701,31040,21,2.921402,0.026717557,0.388888889,3.337008446,33.37008446
28.89447,76.58917,850943,17256,34,1.701886,0.043256997,0.62962963,2.374772627,23.74772627
28.90314,78.46984,1136637,41644,103,2.273274,0.131043257,1.907407407,4.311724664,43.11724664
28.94485,77.21865,1388853,27077,61,2.777706,0.077608142,1.12962963,3.984943772,39.84943772
28.98002,77.70636,1101881,13340,14,2.203762,0.017811705,0.259259259,2.480832964,24.80832964
28.99478,77.01937,974131,25799,59,1.948262,0.075063613,1.092592593,3.115918206,31.15918206
29.15394,75.72294,3079411,42795,124,6.158822,0.157760814,2.296296296,8.612879111,86.12879111
29.31577,76.31502,826205,43975,45,1.65241,0.057251908,0.833333333,2.542995242,25.42995242
29.33501,80.07783,419807,4120,26,0.839614,0.03307888,0.481481481,1.354174362,13.54174362
29.373,78.13636,844858,12681,20,1.689716,0.025445293,0.37037037,2.085531663,20.85531663
29.38747,76.96825,671529,15810,35,1.343058,0.044529262,0.648148148,2.03573541,20.3573541
29.44768,75.67206,1824718,102460,106,3.649436,0.134860051,1.962962963,5.747259014,57.47259014
29.4497,77.30959,1512462,13450,32,3.024924,0.040712468,0.592592593,3.658229061,36.58229061
29.47091,77.70332,1475650,87380,172,2.9513,0.218829517,3.185185185,6.355314702,63.55314702
29.51525,75.45554,2112835,122838,68,4.22567,0.086513995,1.259259259,5.571443254,55.71443254
29.53489,75.02898,814478,18305,42,1.628956,0.053435115,0.777777778,2.460168892,24.60168892
29.58182,74.32938,905435,105300,220,1.81087,0.279898219,4.074074074,6.164842293,61.64842293
29.58349,80.20947,617804,23311,51,1.235608,0.064885496,0.944444444,2.244937941,22.44937941
29.59713,79.65911,2433985,27695,87,4.86797,0.110687023,1.611111111,6.589768134,65.89768134
29.69197,76.98448,745316,19887,73,1.490632,0.092875318,1.351851852,2.93535917,29.3535917
29.80153,76.39959,786742,62200,95,1.573484,0.12086514,1.759259259,3.453608399,34.53608399
29.83738,79.77161,554885,7150,26,1.10977,0.03307888,0.481481481,1.624330362,16.24330362
29.92009,73.87496,781671,24230,78,1.563342,0.099236641,1.444444444,3.107023086,31.07023086
29.94791,78.16025,2106748,63170,124,4.213496,0.157760814,2.296296296,6.667553111,66.67553111
29.9679,77.54522,994356,26440,98,1.988712,0.124681934,1.814814815,3.928208749,39.28208749
29.98844,75.40167,2848597,116093,49,5.697194,0.062340967,0.907407407,6.666942374,66.66942374
30.12796,77.28371,1231126,44360,88,2.462252,0.111959288,1.62962963,4.203840917,42.03840917
30.20747,74.93893,362595,7286,12,0.72519,0.015267176,0.222222222,0.962679398,9.626793978
30.22243,78.78341,246112,17420,75,0.492224,0.095419847,1.388888889,1.976532736,19.76532736
30.24506,75.84488,510620,16414,39,1.02124,0.049618321,0.722222222,1.793080543,17.93080543
30.28467,78.98354,457001,19263,70,0.914002,0.089058524,1.296296296,2.29935682,22.9935682
30.33625,76.3922,585454,104440,50,1.170908,0.063613232,0.925925926,2.160447157,21.60447157
30.36099,76.79782,1682693,8922,92,3.365386,0.117048346,1.703703704,5.18613805,51.8613805
30.37451,75.5487,1478842,107235,92,2.957684,0.117048346,1.703703704,4.77843605,47.7843605
30.40207,74.02836,434111,73409,89,0.868222,0.113231552,1.648148148,2.6296017,26.296017
30.67399,74.75579,734692,13574,23,1.469384,0.029262087,0.425925926,1.924572012,19.24572012
30.69461,76.8504,730134,80650,56,1.460268,0.071246819,1.037037037,2.568551856,25.68551856
30.72986,78.44342,1648529,70700,84,3.297058,0.106870229,1.555555556,4.959483785,49.59483785
30.73629,76.7884,1792146,46280,72,3.584292,0.091603053,1.333333333,5.009228387,50.09228387
30.81383,75.16878,408128,83312,70,0.816256,0.089058524,1.296296296,2.20161082,22.0161082
30.90908,77.10869,563954,10870,65,1.127908,0.082697201,1.203703704,2.414308905,24.14308905
30.91204,75.85379,562321,2292,12,1.124642,0.015267176,0.222222222,1.362131398,13.62131398
31.10442,77.16662,1161839,24892,181,2.323678,0.230279898,3.351851852,5.90580975,59.0580975
31.24188,77.12362,1218862,35052,62,2.437724,0.078880407,1.148148148,3.664752555,36.64752555
31.32556,75.57917,1416187,61300,100,2.832374,0.127226463,1.851851852,4.811452315,48.11452315
31.38011,75.38105,1880108,48601,37,3.760216,0.047073791,0.685185185,4.492474977,44.92474977
31.44943,77.63087,1373586,30280,50,2.747172,0.063613232,0.925925926,3.736711157,37.36711157
31.45191,74.92777,555755,19938,44,1.11151,0.055979644,0.814814815,1.982304459,19.82304459
31.53723,75.91269,1111591,68546,95,2.223182,0.12086514,1.759259259,4.103306399,41.03306399
31.62234,74.87534,39838,1000,3,0.079676,0.003816794,0.055555556,0.139048349,1.390483494
32.27484,75.65287,635807,20962,32,1.271614,0.040712468,0.592592593,1.904919061,19.04919061
32.36941,75.52539,1625573,21575,37,3.251146,0.047073791,0.685185185,3.983404977,39.83404977
32.55531,76.12647,496252,5762,52,0.992504,0.066157761,0.962962963,2.021624724,20.21624724
32.56245,75.11993,301930,21090,134,0.60386,0.170483461,2.481481481,3.255824942,32.55824942
32.73569,74.86911,262526,18197,94,0.525052,0.119592875,1.740740741,2.385385616,23.85385616
32.92431,75.13573,1087084,216336,82,2.174168,0.1043257,1.518518519,3.797012218,37.97012218
33.14916,75.54746,698360,130557,149,1.39672,0.18956743,2.759259259,4.345546689,43.45546689
33.24278,75.23513,508603,66991,102,1.017206,0.129770992,1.888888889,3.035865881,30.35865881
33.31346,75.76726,594263,72665,147,1.188526,0.187022901,2.722222222,4.097771123,40.97771123
33.64456,75.01923,183375,18780,76,0.36675,0.096692112,1.407407407,1.870849519,18.70849519
33.73068,75.15418,655053,10110,54,1.310106,0.06870229,1,2.37880829,23.7880829
33.77033,74.09254,692352,100874,76,1.384704,0.096692112,1.407407407,2.888803519,28.88803519
33.87405,74.89955,491228,64165,87,0.982456,0.110687023,1.611111111,2.704254134,27.04254134
34.03056,74.26417,444190,54681,132,0.88838,0.167938931,2.444444444,3.500763376,35.00763376
34.16504,77.58402,142327,1840,12,0.284654,0.015267176,0.222222222,0.522143398,5.221433978
34.55765,76.12622,986850,136370,75,1.9737,0.095419847,1.388888889,3.458008736,34.58008736
